Sensor,Value,stamp
MQ5,inf,"2024-02-28 04:49:28.000000"
MQ6,inf,"2024-02-28 04:49:28.000000"
MQ7,inf,"2024-02-28 04:49:29.000000"
MQ8,inf,"2024-02-28 04:49:29.000000"
TGS2600,0.968316853,"2024-02-28 04:49:30.000000"
TGS2602,0.970430672,"2024-02-28 04:49:30.000000"
TGS2612,0.970719576,"2024-02-28 04:49:31.000000"
MQ9,inf,"2024-02-28 04:49:31.000000"
MQ10,inf,"2024-02-28 04:49:32.000000"
MQ11,inf,"2024-02-28 04:49:32.000000"
TGS2620,0.972144902,"2024-02-28 04:49:32.000000"
TGS2603,0.118161924,"2024-02-28 04:49:33.000000"
TGS2610,0.327570528,"2024-02-28 04:49:33.000000"
TGS2611,0.332717180,"2024-02-28 04:49:34.000000"
MQ12,inf,"2024-02-28 04:49:35.000000"
,inf,"2024-02-28 04:49:37.000000"
MQ5,inf,"2024-02-28 04:49:37.000000"
MQ6,inf,"2024-02-28 04:49:38.000000"
MQ7,inf,"2024-02-28 04:49:38.000000"
MQ8,inf,"2024-02-28 04:49:39.000000"
TGS2600,1.021782160,"2024-02-28 04:49:39.000000"
TGS2602,0.970430672,"2024-02-28 04:49:39.000000"
TGS2612,0.970719576,"2024-02-28 04:49:39.000000"
MQ9,inf,"2024-02-28 04:49:40.000000"
MQ10,inf,"2024-02-28 04:49:40.000000"
MQ11,inf,"2024-02-28 04:49:41.000000"
TGS2620,0.972144902,"2024-02-28 04:49:41.000000"
TGS2603,0.078774616,"2024-02-28 04:49:42.000000"
TGS2610,0.491355777,"2024-02-28 04:49:42.000000"
TGS2611,0.332717180,"2024-02-28 04:49:43.000000"
MQ12,inf,"2024-02-28 04:49:43.000000"
,inf,"2024-02-28 04:49:46.000000"
MQ5,inf,"2024-02-28 04:49:46.000000"
MQ6,inf,"2024-02-28 04:49:46.000000"
MQ7,inf,"2024-02-28 04:49:47.000000"
MQ8,inf,"2024-02-28 04:49:47.000000"
TGS2600,0.968316853,"2024-02-28 04:49:48.000000"
TGS2602,0.970430672,"2024-02-28 04:49:48.000000"
TGS2612,1.018362284,"2024-02-28 04:49:48.000000"
MQ9,inf,"2024-02-28 04:49:49.000000"
MQ10,inf,"2024-02-28 04:49:50.000000"
MQ11,inf,"2024-02-28 04:49:50.000000"
TGS2620,0.966253102,"2024-02-28 04:49:51.000000"
TGS2603,0.118161924,"2024-02-28 04:49:51.000000"
TGS2610,0.491355777,"2024-02-28 04:49:52.000000"
TGS2611,0.332717180,"2024-02-28 04:49:52.000000"
MQ12,inf,"2024-02-28 04:49:53.000000"
,inf,"2024-02-28 04:49:55.000000"
MQ5,inf,"2024-02-28 04:49:55.000000"
MQ6,inf,"2024-02-28 04:49:56.000000"
MQ7,inf,"2024-02-28 04:49:56.000000"
MQ8,inf,"2024-02-28 04:49:57.000000"
TGS2600,0.968316853,"2024-02-28 04:49:57.000000"
TGS2602,0.970430672,"2024-02-28 04:49:58.000000"
TGS2612,0.970719576,"2024-02-28 04:49:58.000000"
MQ9,inf,"2024-02-28 04:49:59.000000"
MQ10,inf,"2024-02-28 04:49:59.000000"
MQ11,inf,"2024-02-28 04:49:59.000000"
TGS2620,0.972144902,"2024-02-28 04:50:00.000000"
TGS2603,0.078774616,"2024-02-28 04:50:00.000000"
TGS2610,0.491355777,"2024-02-28 04:50:01.000000"
TGS2611,0.499075770,"2024-02-28 04:50:01.000000"
MQ12,inf,"2024-02-28 04:50:02.000000"
,inf,"2024-02-28 04:50:04.000000"
MQ5,inf,"2024-02-28 04:50:05.000000"
MQ6,inf,"2024-02-28 04:50:05.000000"
MQ7,inf,"2024-02-28 04:50:05.000000"
MQ8,inf,"2024-02-28 04:50:06.000000"
TGS2600,1.015841603,"2024-02-28 04:50:06.000000"
TGS2602,0.970430672,"2024-02-28 04:50:07.000000"
TGS2612,0.970719576,"2024-02-28 04:50:07.000000"
MQ9,inf,"2024-02-28 04:50:08.000000"
MQ10,inf,"2024-02-28 04:50:09.000000"
MQ11,inf,"2024-02-28 04:50:09.000000"
TGS2620,0.966253102,"2024-02-28 04:50:10.000000"
TGS2603,0.118161924,"2024-02-28 04:50:10.000000"
TGS2610,0.163785264,"2024-02-28 04:50:11.000000"
TGS2611,0.166358590,"2024-02-28 04:50:11.000000"
MQ12,inf,"2024-02-28 04:50:12.000000"
,inf,"2024-02-28 04:50:14.000000"
MQ5,inf,"2024-02-28 04:50:14.000000"
MQ6,inf,"2024-02-28 04:50:15.000000"
MQ7,inf,"2024-02-28 04:50:15.000000"
MQ8,inf,"2024-02-28 04:50:16.000000"
TGS2600,0.962376237,"2024-02-28 04:50:16.000000"
TGS2602,1.024012685,"2024-02-28 04:50:17.000000"
TGS2612,0.964764237,"2024-02-28 04:50:17.000000"
MQ9,inf,"2024-02-28 04:50:18.000000"
MQ10,inf,"2024-02-28 04:50:18.000000"
MQ11,inf,"2024-02-28 04:50:19.000000"
TGS2620,0.966253102,"2024-02-28 04:50:19.000000"
TGS2603,0.078774616,"2024-02-28 04:50:20.000000"
TGS2610,0.491355777,"2024-02-28 04:50:20.000000"
TGS2611,0.332717180,"2024-02-28 04:50:20.000000"
MQ12,inf,"2024-02-28 04:50:21.000000"
,inf,"2024-02-28 04:50:23.000000"
MQ5,inf,"2024-02-28 04:50:24.000000"
MQ6,inf,"2024-02-28 04:50:24.000000"
MQ7,inf,"2024-02-28 04:50:25.000000"
MQ8,inf,"2024-02-28 04:50:25.000000"
TGS2600,0.962376237,"2024-02-28 04:50:26.000000"
TGS2602,0.964477122,"2024-02-28 04:50:26.000000"
TGS2612,0.964764237,"2024-02-28 04:50:27.000000"
MQ9,inf,"2024-02-28 04:50:27.000000"
MQ10,inf,"2024-02-28 04:50:28.000000"
MQ11,inf,"2024-02-28 04:50:28.000000"
TGS2620,0.960361362,"2024-02-28 04:50:29.000000"
TGS2603,0.118161924,"2024-02-28 04:50:29.000000"
TGS2610,0.327570528,"2024-02-28 04:50:30.000000"
TGS2611,0.332717180,"2024-02-28 04:50:30.000000"
MQ12,inf,"2024-02-28 04:50:31.000000"
,inf,"2024-02-28 04:50:33.000000"
MQ5,inf,"2024-02-28 04:50:33.000000"
MQ6,inf,"2024-02-28 04:50:34.000000"
MQ7,inf,"2024-02-28 04:50:34.000000"
MQ8,inf,"2024-02-28 04:50:34.000000"
TGS2600,0.962376237,"2024-02-28 04:50:35.000000"
